"","centroid","annotations","protein"
"11726","centroid_3422"," 09190 Not Included in Pathway or Brite","yfiD"
"11727","centroid_3423","    3.2.2.27  uracil-DNA glycosylase","ung"
"11728","centroid_3423","   03400 DNA repair and recombination proteins [BR:kpu03400]","ung"
"11729","centroid_3423","   03410 Base excision repair","ung"
"11730","centroid_3423","   3.2.2  Hydrolysing N-glycosyl compounds","ung"
"11731","centroid_3423","  09124 Replication and repair","ung"
"11732","centroid_3423","  09182 Protein families: genetic information processing","ung"
"11733","centroid_3423","  3.2  Glycosylases","ung"
"11734","centroid_3423"," 09120 Genetic Information Processing","ung"
"11735","centroid_3423"," 09180 Brite Hierarchies","ung"
"11736","centroid_3423"," 3. Hydrolases","ung"
"11737","centroid_3424","    2.1.1.-","yfiF"
"11738","centroid_3424","   03009 Ribosome biogenesis [BR:kpu03009]","yfiF"
"11739","centroid_3424","   03016 Transfer RNA biogenesis [BR:kpu03016]","yfiF"
"11740","centroid_3424","   2.1.1  Methyltransferases","yfiF"
"11741","centroid_3424","   23S rRNA modification factors","yfiF"
"11742","centroid_3424","  09182 Protein families: genetic information processing","yfiF"
"11743","centroid_3424","  2.1  Transferring one-carbon groups","yfiF"
"11744","centroid_3424"," 09180 Brite Hierarchies","yfiF"
"11745","centroid_3424"," 2. Transferases","yfiF"
"11746","centroid_3425","    1.8.1.8  protein-disulfide reductase","trxC"
"11747","centroid_3425","   03110 Chaperones and folding catalysts [BR:kpu03110]","trxC"
"11748","centroid_3425","   1.8.1  With NAD+ or NADP+ as acceptor","trxC"
"11749","centroid_3425","  09182 Protein families: genetic information processing","trxC"
"11750","centroid_3425","  1.8  Acting on a sulfur group of donors","trxC"
"11751","centroid_3425"," 09180 Brite Hierarchies","trxC"
"11752","centroid_3425"," 1. Oxidoreductases","trxC"
"11753","centroid_3426","   99996 General function prediction only","(GenBank) hypothetical protein"
"11754","centroid_3426","  09194 Poorly characterized","(GenBank) hypothetical protein"
"11755","centroid_3426"," 09190 Not Included in Pathway or Brite","(GenBank) hypothetical protein"
"11756","centroid_3427","   99999 Others","yfiQ"
"11757","centroid_3427","  09191 Unclassified: metabolism","yfiQ"
"11758","centroid_3427"," 09190 Not Included in Pathway or Brite","yfiQ"
"11759","centroid_3428","    2.7.8.8  CDP-diacylglycerol---serine O-phosphatidyltransferase","pssA"
"11760","centroid_3428","   00260 Glycine, serine and threonine metabolism","pssA"
"11761","centroid_3428","   00564 Glycerophospholipid metabolism","pssA"
"11762","centroid_3428","   2.7.8  Transferases for other substituted phosphate groups","pssA"
"11763","centroid_3428","  09103 Lipid metabolism","pssA"
"11764","centroid_3428","  09105 Amino acid metabolism","pssA"
"11765","centroid_3428","  2.7  Transferring phosphorus-containing groups","pssA"
"11766","centroid_3428"," 09100 Metabolism","pssA"
"11767","centroid_3428"," 2. Transferases","pssA"
"11768","centroid_3429","   99996 General function prediction only","(GenBank) hypothetical protein"
"11769","centroid_3429","  09194 Poorly characterized","(GenBank) hypothetical protein"
"11770","centroid_3429"," 09190 Not Included in Pathway or Brite","(GenBank) hypothetical protein"
"11771","centroid_3430","   02000 Transporters [BR:kpu02000]","kgtP"
"11772","centroid_3430","  09183 Protein families: signaling and cellular processes","kgtP"
"11773","centroid_3430"," 09180 Brite Hierarchies","kgtP"
"11774","centroid_3432","   03110 Chaperones and folding catalysts [BR:kpu03110]","clpB"
"11775","centroid_3432","  09182 Protein families: genetic information processing","clpB"
"11776","centroid_3432"," 09180 Brite Hierarchies","clpB"
"11777","centroid_3433","    1.10.3.-","(GenBank) hypothetical protein"
"11778","centroid_3433","   1.10.3  With oxygen as acceptor","(GenBank) hypothetical protein"
"11779","centroid_3433","   99980 Enzymes with EC numbers","(GenBank) hypothetical protein"
"11780","centroid_3433","  09191 Unclassified: metabolism","(GenBank) hypothetical protein"
"11781","centroid_3433","  1.10  Acting on diphenols and related substances as donors","(GenBank) hypothetical protein"
"11782","centroid_3433"," 09190 Not Included in Pathway or Brite","(GenBank) hypothetical protein"
"11783","centroid_3433"," 1. Oxidoreductases","(GenBank) hypothetical protein"
"11784","centroid_3446","   03010 Ribosome","(GenBank) conserved hypothetical protein"
"11785","centroid_3446","   03011 Ribosome [BR:kpu03011]","(GenBank) conserved hypothetical protein"
"11786","centroid_3446","  09122 Translation","(GenBank) conserved hypothetical protein"
"11787","centroid_3446","  09182 Protein families: genetic information processing","(GenBank) conserved hypothetical protein"
"11788","centroid_3446"," 09120 Genetic Information Processing","(GenBank) conserved hypothetical protein"
"11789","centroid_3446"," 09180 Brite Hierarchies","(GenBank) conserved hypothetical protein"
"11790","centroid_3447","    2.1.1.228  tRNA (guanine37-N1)-methyltransferase","trmD"
"11791","centroid_3447","   03016 Transfer RNA biogenesis [BR:kpu03016]","trmD"
"11792","centroid_3447","   2.1.1  Methyltransferases","trmD"
"11793","centroid_3447","  09182 Protein families: genetic information processing","trmD"
"11794","centroid_3447","  2.1  Transferring one-carbon groups","trmD"
"11795","centroid_3447"," 09180 Brite Hierarchies","trmD"
"11796","centroid_3447"," 2. Transferases","trmD"
"11797","centroid_3448","   03009 Ribosome biogenesis [BR:kpu03009]","rimM"
"11798","centroid_3448","  09182 Protein families: genetic information processing","rimM"
"11799","centroid_3448"," 09180 Brite Hierarchies","rimM"
"11800","centroid_3448","(GenBank) 16S rRNA-processing protein","rimM"
"11801","centroid_3449","   03010 Ribosome","rpsP"
"11802","centroid_3449","   03011 Ribosome [BR:kpu03011]","rpsP"
"11803","centroid_3449","   03029 Mitochondrial biogenesis [BR:kpu03029]","rpsP"
"11804","centroid_3449","  09122 Translation","rpsP"
"11805","centroid_3449","  09182 Protein families: genetic information processing","rpsP"
"11806","centroid_3449"," 09120 Genetic Information Processing","rpsP"
"11807","centroid_3449"," 09180 Brite Hierarchies","rpsP"
"11808","centroid_3449","(GenBank) 30S ribosomal protein S16","rpsP"
"11809","centroid_3450","    3.6.5.4  signal-recognition-particle GTPase","ffh"
"11810","centroid_3450","   02024 Quorum sensing","ffh"
"11811","centroid_3450","   02044 Secretion system [BR:kpu02044]","ffh"
"11812","centroid_3450","   03060 Protein export","ffh"
"11813","centroid_3450","   03070 Bacterial secretion system","ffh"
"11814","centroid_3450","   3.6.5  Acting on GTP to facilitate cellular and subcellular movement","ffh"
"11815","centroid_3450","  09123 Folding, sorting and degradation","ffh"
"11816","centroid_3450","  09131 Membrane transport","ffh"
"11817","centroid_3450","  09145 Cellular community - prokaryotes","ffh"
"11818","centroid_3450","  09183 Protein families: signaling and cellular processes","ffh"
"11819","centroid_3450","  3.6  Acting on acid anhydrides","ffh"
"11820","centroid_3450"," 09120 Genetic Information Processing","ffh"
"11821","centroid_3450"," 09130 Environmental Information Processing","ffh"
"11822","centroid_3450"," 09140 Cellular Processes","ffh"
"11823","centroid_3450"," 09180 Brite Hierarchies","ffh"
"11824","centroid_3450"," 3. Hydrolases","ffh"
"11825","centroid_3450","(GenBank) SRP component with 4.5S RNA","ffh"
"11826","centroid_3453","   03029 Mitochondrial biogenesis [BR:kpu03029]","grpE"
"11827","centroid_3453","   03110 Chaperones and folding catalysts [BR:kpu03110]","grpE"
"11828","centroid_3453","  09182 Protein families: genetic information processing","grpE"
"11829","centroid_3453"," 09180 Brite Hierarchies","grpE"
"11830","centroid_3453","(GenBank) Hsp 24 nucleotide exchange factor","grpE"
"11831","centroid_3454","    2.7.1.23  NAD+ kinase","ppnK"
"11832","centroid_3454","   00760 Nicotinate and nicotinamide metabolism","ppnK"
"11833","centroid_3454","   2.7.1  Phosphotransferases with an alcohol group as acceptor","ppnK"
"11834","centroid_3454","  09108 Metabolism of cofactors and vitamins","ppnK"
"11835","centroid_3454","  2.7  Transferring phosphorus-containing groups","ppnK"
"11836","centroid_3454"," 09100 Metabolism","ppnK"
"11837","centroid_3454"," 2. Transferases","ppnK"
"11838","centroid_3455","   03400 DNA repair and recombination proteins [BR:kpu03400]","recN"
"11839","centroid_3455","  09182 Protein families: genetic information processing","recN"
"11840","centroid_3455"," 09180 Brite Hierarchies","recN"
"11841","centroid_3456","   02000 Transporters [BR:kpu02000]","smpA"
"11842","centroid_3456","  09183 Protein families: signaling and cellular processes","smpA"
"11843","centroid_3456"," 09180 Brite Hierarchies","smpA"
"11844","centroid_3457","   99997 Function unknown","(GenBank) hypothetical protein"
"11845","centroid_3457","  09194 Poorly characterized","(GenBank) hypothetical protein"
"11846","centroid_3457"," 09190 Not Included in Pathway or Brite","(GenBank) hypothetical protein"
"11847","centroid_3459","   99975 Protein processing","smpB"
"11848","centroid_3459","  09192 Unclassified: genetic information processing","smpB"
"11849","centroid_3459"," 09190 Not Included in Pathway or Brite","smpB"
"11850","centroid_3461","   01504 Antimicrobial resistance genes [BR:kpu01504]","(GenBank) putative LysR-family transcriptional regulator"
"11851","centroid_3461","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative LysR-family transcriptional regulator"
"11852","centroid_3461","  09182 Protein families: genetic information processing","(GenBank) putative LysR-family transcriptional regulator"
"11853","centroid_3461","  09183 Protein families: signaling and cellular processes","(GenBank) putative LysR-family transcriptional regulator"
"11854","centroid_3461"," 09180 Brite Hierarchies","(GenBank) putative LysR-family transcriptional regulator"
"11855","centroid_3463","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative helix-turn-helix AraC-type trancriptional regulator"
"11856","centroid_3463","   03036 Chromosome and associated proteins [BR:kpu03036]","(GenBank) putative helix-turn-helix AraC-type trancriptional regulator"
"11857","centroid_3463","  09182 Protein families: genetic information processing","(GenBank) putative helix-turn-helix AraC-type trancriptional regulator"
"11858","centroid_3463"," 09180 Brite Hierarchies","(GenBank) putative helix-turn-helix AraC-type trancriptional regulator"
"11859","centroid_3464","   02000 Transporters [BR:kpu02000]","mexE"
"11860","centroid_3464","  09183 Protein families: signaling and cellular processes","mexE"
"11861","centroid_3464"," 09180 Brite Hierarchies","mexE"
"11862","centroid_3465","   02000 Transporters [BR:kpu02000]","mexF"
"11863","centroid_3465","  09183 Protein families: signaling and cellular processes","mexF"
"11864","centroid_3465"," 09180 Brite Hierarchies","mexF"
"11865","centroid_3466","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative transcriptional regulator"
"11866","centroid_3466","  09182 Protein families: genetic information processing","(GenBank) putative transcriptional regulator"
"11867","centroid_3466"," 09180 Brite Hierarchies","(GenBank) putative transcriptional regulator"
"11868","centroid_3467","   03000 Transcription factors [BR:kpu03000]","(GenBank) putative LysR-family bacterial regulatory protein"
"11869","centroid_3467","  09182 Protein families: genetic information processing","(GenBank) putative LysR-family bacterial regulatory protein"
"11870","centroid_3467"," 09180 Brite Hierarchies","(GenBank) putative LysR-family bacterial regulatory protein"
"11871","centroid_347","    1.8.4.16  thioredoxin:protein disulfide reductase","dsbD"
"11872","centroid_347","   03110 Chaperones and folding catalysts [BR:kpu03110]","dsbD"
"11873","centroid_347","   1.8.4  With a disulfide as acceptor","dsbD"
"11874","centroid_347","  09182 Protein families: genetic information processing","dsbD"
"11875","centroid_347","  1.8  Acting on a sulfur group of donors","dsbD"
"11876","centroid_347"," 09180 Brite Hierarchies","dsbD"
"11877","centroid_347"," 1. Oxidoreductases","dsbD"
"11878","centroid_3471","   02000 Transporters [BR:kpu02000]","(GenBank) amino acid ABC transport system periplasmic amino acid-binding component"
"11879","centroid_3471","  09183 Protein families: signaling and cellular processes","(GenBank) amino acid ABC transport system periplasmic amino acid-binding component"
"11880","centroid_3471"," 09180 Brite Hierarchies","(GenBank) amino acid ABC transport system periplasmic amino acid-binding component"
"11881","centroid_3472","    7.4.2.1  ABC-type polar-amino-acid transporter","(GenBank) glutamine ABC transport system ATP-binding component"
"11882","centroid_3472","   02000 Transporters [BR:kpu02000]","(GenBank) glutamine ABC transport system ATP-binding component"
"11883","centroid_3472","   7.4.2  Linked to the hydrolysis of a nucleoside triphosphate","(GenBank) glutamine ABC transport system ATP-binding component"
"11884","centroid_3472","  09183 Protein families: signaling and cellular processes","(GenBank) glutamine ABC transport system ATP-binding component"
"11885","centroid_3472","  7.4  Catalysing the translocation of amino acids and peptides","(GenBank) glutamine ABC transport system ATP-binding component"
"11886","centroid_3472"," 09180 Brite Hierarchies","(GenBank) glutamine ABC transport system ATP-binding component"
"11887","centroid_3472"," 7. Translocases","(GenBank) glutamine ABC transport system ATP-binding component"
"11888","centroid_3474","    1.1.1.79  glyoxylate reductase (NADP+)","(GenBank) 2-ketoacid reductase"
"11889","centroid_3474","    1.1.1.81  hydroxypyruvate reductase","(GenBank) 2-ketoacid reductase"
"11890","centroid_3474","   00260 Glycine, serine and threonine metabolism","(GenBank) 2-ketoacid reductase"
"11891","centroid_3474","   00620 Pyruvate metabolism","(GenBank) 2-ketoacid reductase"
"11892","centroid_3474","   00630 Glyoxylate and dicarboxylate metabolism","(GenBank) 2-ketoacid reductase"
"11893","centroid_3474","   1.1.1  With NAD+ or NADP+ as acceptor","(GenBank) 2-ketoacid reductase"
"11894","centroid_3474","  09101 Carbohydrate metabolism","(GenBank) 2-ketoacid reductase"
"11895","centroid_3474","  09105 Amino acid metabolism","(GenBank) 2-ketoacid reductase"
"11896","centroid_3474","  1.1  Acting on the CH-OH group of donors","(GenBank) 2-ketoacid reductase"
"11897","centroid_3474"," 09100 Metabolism","(GenBank) 2-ketoacid reductase"
"11898","centroid_3474"," 1. Oxidoreductases","(GenBank) 2-ketoacid reductase"
"11899","centroid_3474","glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]","(GenBank) 2-ketoacid reductase"
"11900","centroid_3477","    4.2.1.51  prephenate dehydratase","(GenBank) putative ABC-type amino acid transport/signal transduction systems periplasmic component"
"11901","centroid_3477","    4.2.1.91  arogenate dehydratase","(GenBank) putative ABC-type amino acid transport/signal transduction systems periplasmic component"
"11902","centroid_3477","   00400 Phenylalanine, tyrosine and tryptophan biosynthesis","(GenBank) putative ABC-type amino acid transport/signal transduction systems periplasmic component"
"11903","centroid_3477","   4.2.1  Hydro-lyases","(GenBank) putative ABC-type amino acid transport/signal transduction systems periplasmic component"
"11904","centroid_3477","  09105 Amino acid metabolism","(GenBank) putative ABC-type amino acid transport/signal transduction systems periplasmic component"
